locus_tag,gene_name,function,logFC_AgNO3,PValue,q.value,logFC_BZK,PValue,q.value,logFC_CTAB,PValue,q.value,logFC_CHL,PValue,q.value,logFC_TRC,PValue,q.value,logFC_CRL,PValue,q.value,logFC_PVPi,PValue,q.value,logFC_HClO,PValue,q.value,logFC_GLU,PValue,q.value,logFC_EtOH,PValue,q.value
BAL062_01673,BAL062_01673,hypothetical protein,-0.987791275,0.013090122,0.092466949,-0.021676729,0.92858514,1,0.008897137,0.975175237,1,-1.277678459,0.593977834,1,0.12919918,0.563510818,0.796206579,-0.059693881,0.793341944,0.998723785,-0.147752983,0.488888595,1,-0.147616245,0.470784268,1,0.003460384,1,1,-0.135482595,0.529934444,0.990582323
BAL062_01674,grxD,"glutaredoxin-like protein,Monothiol glutaredoxin,glutaredoxin-4,Nucleotide-binding protein implicated in inhibition of septum formation,monothiol glutaredoxin, Grx4 family,Glutaredoxin",-1.851449417,4.14E-05,0.000530462,0.046056627,0.837044408,0.98763925,-0.077135465,0.691722875,0.918223109,-2.472680777,0.291867299,0.949419455,0.359456624,0.046938982,0.179729564,-0.1786561,0.423152842,0.886421651,-0.633240417,0.016911876,0.534744528,-0.452313953,0.050766725,0.544798123,-0.204027539,0.333084278,0.844318896,-0.394948746,0.083555216,0.580939021
BAL062_01675,argD,"ornithine/acetylornithine aminotransferase,Acetylornithine aminotransferase,acetylornithine aminotransferase,Ornithine/acetylornithine aminotransferase,transaminase, acetylornithine/succinylornithine family,Aminotransferase class-III",0.101742259,0.486239438,0.873060056,0.015543565,0.838159414,0.98763925,-0.132685662,0.138198495,0.432605395,0.821418279,0.101482586,0.629192035,-0.142887716,0.025502628,0.115984011,-0.015457907,0.865363733,1,-0.106259126,0.333253168,1,0.045532209,0.709403431,1,-0.076358958,0.262511464,0.785161803,0.007695903,0.938616177,1
BAL062_01676,guaB_2,"CBS domain-containing protein,Inosine-5'-monophosphate dehydrogenase,inosine 5'-monophosphate dehydrogenase,Predicted signal-transduction protein containing cAMP-binding and CBS domains,sugar isomerase, KpsF/GutQ family,CBS domain",-0.143037402,0.477273951,0.869311637,0.104203603,0.320069779,0.811242437,0.160116445,0.058049225,0.253109833,1.505025066,0.196187001,0.850462338,0.003266883,0.980005244,1,0.084812297,0.363258238,0.858304037,0.065839472,0.56821438,1,0.173722311,0.131369868,0.873266494,0.040026349,0.680315036,0.969576155,0.037497504,0.704709744,1
BAL062_01677,BAL062_01677,Protein of unknown function (DUF2750),-0.175110867,0.426596685,0.832927967,-0.11904251,0.375547165,0.833422194,0.112393848,0.385806198,0.738952249,0.537365037,0.776213543,1,-0.23188222,0.074274789,0.246745731,-0.054304975,0.72010509,0.976331459,-0.01063689,0.94479117,1,0.109398727,0.441579007,1,0.018699883,0.900396581,1,0.158185449,0.25000052,0.911867241
BAL062_01678,BAL062_01678,hypothetical protein,0.800326349,3.70E-05,0.000479124,0.078843646,0.364784523,0.826387957,-0.02707399,0.759984343,0.946562509,0.762580188,0.565471308,1,-0.112879466,0.183273255,0.433730094,-0.021653387,0.817926948,1,-0.011866609,0.923238201,1,0.133156216,0.186284178,0.993548833,-0.058656345,0.535924594,0.934217738,0.190017125,0.032538838,0.349294145
BAL062_01679,BAL062_01679,hypothetical protein,0.574863015,0.079712347,0.365417095,0.118975025,0.570389712,0.920597008,-0.110279926,0.548241204,0.838966736,-0.085006334,0.970624705,1,-0.006569575,1,1,0.02726894,0.919647993,1,-0.153696281,0.440535888,1,-0.043577338,0.85521778,1,-0.262089765,0.182526789,0.676997632,0.128561115,0.484765302,0.987690888
BAL062_01680,BAL062_01680,hypothetical protein,0.10151688,0.778660421,0.971678149,0.095784705,0.598406611,0.930984341,-0.280345614,0.129421005,0.415441425,0.226502711,0.915408032,1,-0.102613711,0.609873927,0.829666272,-0.151386311,0.547752902,0.93247896,-0.038814785,0.915920028,1,-0.080724719,0.698639219,1,-0.342866811,0.069654652,0.426544985,-0.034040797,0.897263339,1
BAL062_01681,ftsY,"cell division protein,Cell division protein FtsY,signal recognition particle-docking protein FtsY,Signal recognition particle GTPase,signal recognition particle-docking protein FtsY,SRP54-type protein, GTPase domain",,,,,,,,,,2.596883006,1,1,,,,3.193577423,0.502309435,0.913681767,2.38102602,1,1,,,,,,,,,
BAL062_01682,BAL062_01682,"Putative oxidoreductase,Nitroreductase family",0.420199054,0.244933019,0.678261309,0.614998861,0.001967385,0.028027298,0.525421656,0.006483279,0.049658263,-4.342633088,0.067835579,0.510118099,0.154702895,0.483085001,0.74962927,0.309617449,0.197429788,0.723500464,0.467494274,0.088025026,1,0.130161508,0.564722929,1,0.058953777,0.795828899,1,0.221848953,0.290576131,0.936542135
BAL062_01683,BAL062_01683,"putative signal peptide-containing protein,hypothetical protein,Uncharacterized protein conserved in bacteria (DUF2057)",0.315416325,0.236023013,0.665036181,0.26462781,0.061056784,0.368741228,0.117382281,0.404596268,0.753270839,-0.229803347,0.913390731,1,-0.026399025,0.88942594,0.979697688,0.04030633,0.816862296,1,0.11154511,0.552996559,1,0.195582984,0.204132369,1,-0.052183593,0.738126663,0.983176541,0.068614127,0.686350632,1
BAL062_01684,BAL062_01684,Putative acetyltransferase,0.219667679,0.5439598,0.893305676,0.002171422,1,1,0.004915458,1,1,2.790865383,0.169665474,0.807580938,-0.054991136,0.813716911,0.941899752,-0.010912234,1,1,-0.237501736,0.285328609,1,-0.096294272,0.668320617,1,-0.233044583,0.272945045,0.792130737,-0.184733558,0.353720712,0.979099091
BAL062_01685,BAL062_01685,"Cyd operon protein YbgE (Cyd_oper_YbgE) family protein,hypothetical protein,cyd operon protein YbgE,Cyd operon protein YbgE (Cyd_oper_YbgE)",-1.012662535,0.000122355,0.001477563,0.08423403,0.489209164,0.898350531,0.10223562,0.398820818,0.750659013,1.899837362,0.234625734,0.896447347,0.10251712,0.36035213,0.636826092,0.208293408,0.087030406,0.510440992,-0.097419264,0.521508319,1,-0.208043411,0.127649303,0.873164808,0.142161056,0.212810044,0.726489462,0.027837243,0.820794183,1
BAL062_01686,ybgT,"cyd operon protein YbgT,hypothetical protein,Predicted outer membrane lipoprotein,cyd operon protein YbgT,Membrane bound YbgT-like protein",-2.390364626,3.54E-08,6.71E-07,0.137698601,0.555299998,0.916476389,0.125796484,0.567691388,0.85305455,-0.001377532,1,1,-0.238115305,0.311112586,0.584865212,-0.270755252,0.26539385,0.776122211,0.219561809,0.397239683,1,-0.23401125,0.365680718,1,-0.107492256,0.67836657,0.969576155,-0.167054806,0.503351016,0.987690888
BAL062_01687,cydB,"cytochrome D ubiquinol oxidase subunit II,Cytochrome d ubiquinol oxidase subunit 2,cytochrome d ubiquinol oxidase subunit 2,cytochrome d ubiquinol oxidase, subunit II,Cytochrome oxidase subunit II",-2.455155231,4.16E-40,6.69E-38,0.113931055,0.339121241,0.818899796,0.07136275,0.470212034,0.800914007,1.950255183,0.033509629,0.358523379,0.358961585,7.08E-06,0.000104373,0.39025293,7.01E-06,0.000203486,0.004646143,0.968496328,1,-0.125668607,0.22621951,1,0.141935311,0.122044688,0.579184114,0.103411957,0.194349736,0.855963582
BAL062_01688,cydA_1,"cytochrome d terminal oxidase, polypeptide subunit I,Cytochrome d ubiquinol oxidase subunit 1,cytochrome d terminal oxidase subunit 1,Bacterial Cytochrome Ubiquinol Oxidase",-2.799686458,3.06E-55,9.86E-53,-0.118322397,0.180352703,0.661667807,-0.042078648,0.592862876,0.865491648,1.820224907,0.031590381,0.346158043,0.108100385,0.175396829,0.422720696,0.045675819,0.606886812,0.952163966,-0.100311533,0.388507111,1,-0.084084371,0.417664171,1,0.137312146,0.134411667,0.600023591,0.12038075,0.137970185,0.745970094
BAL062_01689,BAL062_01689,hypothetical protein,-2.019231956,7.33E-08,1.37E-06,0.156281367,0.535364943,0.909348241,0.015875828,0.959029906,1,1.111281832,0.655535097,1,0.263714106,0.14935063,0.382069797,-0.010781589,0.970026989,1,-0.015549252,0.963703623,1,0.259030813,0.302241155,1,0.345437992,0.159035326,0.639010038,0.589669583,0.006169028,0.108945035
BAL062_01690,yqiJ,"Inner membrane protein yqiJ,Protein of unknown function (DUF1449)",-0.441460983,0.10969127,0.451917815,-0.264539408,0.093709771,0.481216017,0.081962208,0.513074495,0.815099779,-0.124378756,0.953908334,1,-0.45650131,0.000790793,0.007012097,-0.313084336,0.039865778,0.325172474,-0.093248041,0.593182225,1,-0.080721701,0.601360553,1,-0.172401831,0.259365455,0.784649282,0.085870954,0.523064965,0.990582323
BAL062_01691,BAL062_01691,"ferredoxin subunit of nitrite reductase and ring-hydroxylating dioxygenase,3-phenylpropionate dioxygenase ferredoxin subunit,Rieske [2Fe-2S] domain",-1.654809073,0.000679763,0.006952834,0.341967712,0.032271899,0.247862218,0.444057596,0.006962415,0.051801382,-5.740733314,0.011440206,0.204438061,-0.005268189,0.979629161,1,0.173561296,0.28318981,0.800073365,0.431898284,0.027799809,0.723309963,0.501000461,0.003109616,0.069247267,0.304475065,0.175898002,0.66408949,0.479847103,0.003077053,0.061171556
BAL062_01692,gsk,"putative sugar kinase protein,Inosine-guanosine kinase,aminoimidazole riboside kinase,Uncharacterized protein conserved in bacteria,ribokinase,pfkB family carbohydrate kinase",0.271238474,0.092030354,0.407119278,-0.149843136,0.033274334,0.252270866,-0.082115778,0.246547144,0.598144934,0.808719762,0.35508548,0.986360514,0.004853122,0.948433421,1,0.068694918,0.382251871,0.861892754,-0.047243178,0.62496201,1,-0.048091934,0.634193297,1,-0.067939329,0.383705448,0.885130238,0.018286293,0.814128474,1
BAL062_01693,bfrD_1,"TonB-dependent siderophore receptor,Virulence-associated outer membrane protein Vir-90,ferrichrome outer membrane transporter,Outer membrane receptor for monomeric catechols,TonB-dependent siderophore receptor,TonB dependent receptor",-0.047054269,0.722650686,0.951887027,0.017494921,0.805214775,0.981183785,-0.047616479,0.500160047,0.808448263,1.219584744,0.039084447,0.390919243,-0.031964443,0.549717408,0.785818259,0.044505204,0.491642686,0.913681767,0.007599306,0.937015391,1,0.030258858,0.723119704,1,-0.00609023,0.939511764,1,0.037852678,0.622128231,0.992568998
BAL062_01694,BAL062_01694,"Zn-dependent peptidase,Peptidase M16C associated",0.049480361,0.747041243,0.961072988,-0.377689496,1.38E-05,0.000303651,-0.394637622,2.46E-05,0.000415433,1.671763107,0.001127187,0.053094919,-0.292916089,2.26E-06,3.56E-05,-0.121175517,0.151604,0.647380168,-0.032615444,0.788641564,1,-0.040740798,0.717234034,1,-0.237957486,0.003950352,0.059405298,-0.233964665,0.014399628,0.201025639
BAL062_01695,BAL062_01695,"Outer membrane phospholipase A,Putative phospholipase A1 precursor,phospholipase A,Phospholipase A1",-0.071075368,0.600030448,0.916490184,-1.2387028,5.30E-55,3.12E-52,-0.303674369,1.14E-05,0.000210287,-0.428939414,0.665493218,1,-0.188121519,0.007818329,0.047076953,-0.007813342,0.908327813,1,-0.117523866,0.175678089,1,0.046000247,0.66600107,1,-0.260209482,0.001670549,0.028902128,-0.046751785,0.484763919,0.987690888
BAL062_01696,ktrB,"K+ uptake system protein,Ktr system potassium uptake protein B,potassium uptake protein, TrkH family,Cation transport protein",0.061107364,0.611000228,0.917099992,-0.257569311,0.000125115,0.002351224,-0.273784127,7.33E-05,0.001135034,-0.020747354,0.980656293,1,-0.254640467,4.68E-05,0.000568737,-0.082967832,0.224238832,0.756366977,-0.137622553,0.134250982,1,0.050265922,0.63872177,1,-0.004314668,0.956940647,1,-0.060254676,0.428376484,0.987690888
BAL062_01697,ktrA,"Putative potassium uptake protein,Ktr system potassium uptake protein A,potassium transporter peripheral membrane component,Kef-type K+ transport system, predicted NAD-binding component,nucleotide sugar dehydrogenase,TrkA-N domain",0.09826659,0.5454118,0.893533375,0.047016804,0.628118021,0.938072092,0.02849248,0.759018794,0.946361356,0.04091345,0.981218272,1,0.001936081,0.99054626,1,0.188417387,0.069207597,0.450358263,-0.081293306,0.504191129,1,-0.027395231,0.796209507,1,-0.032344595,0.73618224,0.983176541,0.006811254,0.956285711,1
BAL062_01698,ilvA,"ilvA,L-threonine dehydratase biosynthetic IlvA,threonine dehydratase,Threonine dehydratase,threonine ammonia-lyase, biosynthetic,Pyridoxal-phosphate dependent enzyme",-0.127827743,0.48854278,0.87496479,0.115378303,0.096804582,0.491394524,0.117697838,0.098173954,0.358111808,1.689908177,0.007035574,0.164369415,0.060568946,0.277223735,0.548555691,0.099813664,0.167443065,0.675391888,0.056914547,0.531009865,1,0.079926452,0.361464785,1,0.042727495,0.529175313,0.934217738,0.048890574,0.552947948,0.990582323
BAL062_01699,rpiA,"ribose-5-phosphate isomerase A,Ribose-5-phosphate isomerase A,ribose-5-phosphate isomerase A,Ribose 5-phosphate isomerase,ribose 5-phosphate isomerase A,Ribose 5-phosphate isomerase A (phosphoriboisomerase A)",,,,,,,,,,,,,,,,,,,,,,,,,2.3593595,1,1,3.164270201,0.501852543,0.987690888
BAL062_01700,BAL062_01700,"putative metal-dependent hydrolase,Protein of unknown function DUF45",-0.009067201,0.950406453,1,0.00246313,0.98008555,1,0.091565138,0.22037713,0.5622483,-0.366033482,0.769549983,1,-0.073474425,0.332814823,0.606958167,0.11348528,0.161022029,0.669821368,0.08959926,0.35504092,1,0.099203257,0.319901756,1,-0.063940109,0.423340119,0.909933293,0.092492024,0.217517663,0.8840879
BAL062_01701,BAL062_01701,hypothetical protein,0.043007789,0.770296369,0.968894639,-0.141646349,0.082602072,0.445649178,-0.238333738,0.001184494,0.012559903,1.740639959,0.035935099,0.371329351,-0.162661365,0.033784611,0.142467169,-0.057455591,0.459847298,0.906128845,-0.079544244,0.407294139,1,-0.003628846,0.975497151,1,-0.106969752,0.219061119,0.736963255,-0.054164044,0.518932392,0.990582323
BAL062_01702,argC,"N-acetyl-gamma-glutamyl-phosphate reductase,N-acetyl-gamma-glutamyl-phosphate reductase,N-acetyl-gamma-glutamyl-phosphate reductase,Acetylglutamate semialdehyde dehydrogenase,N-acetyl-gamma-glutamyl-phosphate reductase,Semialdehyde dehydrogenase, NAD binding domain",-0.531342537,0.004790109,0.039515604,0.286972806,0.001789381,0.0258036,0.224631407,0.01072131,0.073366172,0.319772937,0.84711209,1,0.023397658,0.810432539,0.940101745,-0.01056656,0.931700454,1,-0.000131944,1,1,0.336302539,0.000558548,0.015794507,0.328044171,0.000224552,0.005335347,0.197413846,0.042899612,0.415127202
BAL062_01703,BAL062_01703,hypothetical protein,0.097183094,0.446078014,0.849203922,0.086588339,0.337420317,0.818899796,0.328418625,0.000124914,0.001800295,1.773469869,0.015781876,0.238503596,-0.20437018,0.002045121,0.015560514,0.027925211,0.711714773,0.972015406,0.016884477,0.887332813,1,0.27788097,0.011066223,0.188655275,0.104136721,0.283604556,0.799297394,0.061238418,0.484936243,0.987690888
BAL062_01704,clpS,"clpS,ATP-dependent Clp protease adapter protein ClpS,ATP-dependent Clp protease adaptor protein ClpS,ATP-dependent Clp protease adaptor protein ClpS",-0.628548204,0.020412533,0.134525057,0.094559021,0.533903,0.909348241,0.149047418,0.263403733,0.619226751,2.834612968,0.175320791,0.813156661,0.016396761,0.928251264,0.992491077,0.034533145,0.833128612,1,-0.02712631,0.89181801,1,-0.169083009,0.282565566,1,-0.413730951,0.003827036,0.058040667,0.036129624,0.842535593,1
BAL062_01705,clpA,"ATP-binding protease component,ATP-dependent Clp protease ATP-binding subunit ClpA,ATP-dependent Clp protease ATP-binding subunit,Holliday junction resolvasome, helicase subunit,ATP-dependent Clp protease ATP-binding subunit ClpA,AAA domain (Cdc48 subfamily)",-0.289072326,0.017719954,0.118996046,-0.027674584,0.710399583,0.956571303,0.075519165,0.321528695,0.685992641,0.625989688,0.354242777,0.986360514,-0.357933769,1.71E-06,2.79E-05,-0.402277476,8.88E-11,5.42E-09,-0.027572071,0.792389867,1,0.035691274,0.69268497,1,-0.216714292,0.005563103,0.078058654,-0.080748321,0.316335993,0.957156117
BAL062_01706,ynfA,"BCR family protein,hypothetical protein,hypothetical protein,Uncharacterised BCR, YnfA/UPF0060 family",0.103609851,0.569205989,0.90574498,-0.170063382,0.113154972,0.524879661,-0.261166341,0.007437977,0.054741581,-0.076304786,0.968217328,1,-0.344736548,0.000258313,0.002611171,0.012612598,0.904982448,1,-0.151276289,0.224306947,1,0.053619516,0.622403845,1,-0.145982081,0.134517073,0.600023591,0.082499199,0.480882209,0.987690888
BAL062_01707,aroF_1,"Phospho-2-dehydro-3-deoxyheptonate aldolase,Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive,phospho-2-dehydro-3-deoxyheptonate aldolase,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,3-deoxy-7-phosphoheptulonate synthase,DAHP synthetase I family",-0.626721917,2.87E-05,0.000379296,0.219628781,0.008931492,0.1011377,-0.100033138,0.201946632,0.538986063,2.194870802,0.000109597,0.006973848,0.434399795,2.13E-13,6.67E-12,0.181455905,0.010131385,0.126544641,0.171307861,0.311781149,1,0.009798157,0.924282192,1,0.07089777,0.461891115,0.921000216,-0.159182826,0.111721416,0.683583571
BAL062_01708,bioH_1,"putative peroxidase,Pimelyl-[acyl-carrier protein] methyl ester esterase,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxyl ate synthase,3-oxoadipate enol-lactonase,Alpha/beta hydrolase family",-0.045637114,0.860469893,0.991564062,0.113809001,0.401005842,0.849541618,-0.073394019,0.64129602,0.89255666,-1.084862422,0.654119707,1,-0.326679081,0.011507814,0.063025767,-0.102300684,0.485108977,0.913681767,0.136010472,0.401669444,1,0.134930044,0.368972855,1,0.174553128,0.197055692,0.698853238,0.169981501,0.215702223,0.880144217
BAL062_01709,BAL062_01709,"transcriptional regulator,Virulence activator alpha C-term",-0.426621891,0.007120679,0.055263341,0.403182442,3.72E-06,9.13E-05,0.415361775,5.38E-07,1.23E-05,0.599477325,0.650131187,1,0.466960391,2.58E-10,6.21E-09,0.35262985,2.93E-05,0.000756491,0.089683913,0.435187892,1,0.138152598,0.234571603,1,0.391891496,9.41E-06,0.00035307,0.173444732,0.059829584,0.501448062
BAL062_01710,fadH_1,"2,4-dienoyl-CoA reductase,2,4-dienoyl-CoA reductase [NADPH],NADPH dehydrogenase NamA,Uncharacterized conserved protein,mycofactocin system FadH/OYE family oxidoreductase 2,NADH:flavin oxidoreductase / NADH oxidase family",0.277306472,0.033059126,0.19763293,0.015544349,0.819850828,0.982993425,-0.012301932,0.869751221,0.991395482,-0.075974106,0.942601216,1,-0.156935981,0.008431017,0.049714899,-0.025634631,0.73274684,0.981972951,0.022521955,0.797352568,1,0.079087424,0.391370985,1,-0.01849827,0.802268652,1,0.081700216,0.279160734,0.932957876
BAL062_01711,BAL062_01711,"NADH:flavin oxidoreductase/nadh oxidase,SnoaL-like domain",0.21495769,0.614232985,0.917977421,0.170374811,0.547813974,0.913617409,-0.31323165,0.279117786,0.635848324,0.322056818,0.900022965,1,0.740141695,0.000977177,0.008452942,0.021875653,0.954629839,1,-0.038477931,0.918325647,1,-0.06929269,0.799220321,1,-0.288657615,0.321759562,0.837639118,-0.24020618,0.39482356,0.987690888
BAL062_01712,BAL062_01712,"lysophospholipase L1,GDSL-like Lipase/Acylhydrolase",0.08769651,0.583157287,0.909848234,-0.040956607,0.634020826,0.938315915,-0.254852778,0.001406518,0.014479348,-0.849940854,0.648341465,1,-0.223655874,0.003328086,0.023133142,-0.083734255,0.32766263,0.829924402,-0.108863516,0.298415871,1,-0.037219244,0.737988678,1,-0.167906645,0.046940373,0.342117565,-0.053497836,0.524607457,0.990582323
BAL062_01713,BAL062_01713,"alpha/beta hydrolase,putative hydrolase,Predicted hydrolase of the alpha/beta-hydrolase fold,Alpha/beta hydrolase family",-0.012234252,0.952994112,1,-0.119138921,0.263053134,0.75340544,-0.203511018,0.073037214,0.296090016,2.177518184,0.067938994,0.510118099,-0.211286732,0.074562971,0.247007297,-0.079548201,0.493276162,0.913681767,0.023480702,0.85875722,1,-0.022132691,0.862553045,1,-0.183997153,0.067185335,0.420085146,-0.04907226,0.639554607,0.993317442
BAL062_01714,BAL062_01714,"metal-dependent hydrolase,Predicted metal-dependent hydrolase",0.1921891,0.261288972,0.692564849,0.038579912,0.69421449,0.956571303,0.033749983,0.711997131,0.926966391,-0.280740908,0.903913976,1,0.021064368,0.813846111,0.941899752,0.060852431,0.519189345,0.918973506,0.028130838,0.816313069,1,-0.052177383,0.634149173,1,0.043447529,0.64040359,0.966337677,-0.055862568,0.583851693,0.990582323
BAL062_01715,BAL062_01715,signal peptide,0.56402119,3.61E-06,5.41E-05,-0.134652647,0.062339339,0.373930197,0.001035321,0.989918457,1,-0.261712446,0.823727842,1,-0.099449693,0.139184657,0.366615863,-0.001128582,0.993058082,1,-0.080747113,0.430706577,1,0.047015508,0.637961596,1,-0.136755308,0.139705596,0.603358794,-0.071909118,0.339020265,0.974763505
BAL062_01716,pyrG,"CTP synthetase,CTP synthase,CTP synthetase,Carbamoylphosphate synthase small subunit,CTP synthase,CTP synthase N-terminus",,,,,,,,,,,,,,,,2.342851103,1,1,,,,,,,,,,,,
BAL062_01717,kdsA,"2-dehydro-3-deoxyphosphooctonate aldolase,2-dehydro-3-deoxyphosphooctonate aldolase,2-dehydro-3-deoxyphosphooctonate aldolase,3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase,3-deoxy-8-phosphooctulonate synthase,DAHP synthetase I family",,,,,,,2.365229402,1,1,2.596913282,1,1,,,,,,,,,,,,,2.359359658,1,1,,,
BAL062_01718,eno,"phosphopyruvate hydratase,Enolase,enolase,L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily,phosphopyruvate hydratase,Enolase, C-terminal TIM barrel domain",,,,0.539713607,1,1,-0.759747412,1,1,1.420000601,0.730951114,1,4.835238649,0.016613173,0.08278508,4.417389078,0.065153534,0.435801048,1.043120719,0.692109767,1,0.039109289,1,1,0.081257147,1,1,-0.013250097,1,1
BAL062_01719,yetF,"hypothetical protein,Protein of unknown function (DUF421)",0.283876888,0.210434513,0.628462228,-0.251918703,0.029507579,0.233359395,-0.208694728,0.086191706,0.331528227,-0.919390609,0.665512031,1,-0.233229305,0.098474111,0.296764399,-0.142817065,0.257051767,0.773778278,-0.269364868,0.050235902,0.894611672,-0.156753992,0.198332262,1,-0.195590382,0.155761062,0.635054879,-0.123304365,0.289762578,0.936269381
BAL062_01720,ftsB,"Putative cell division protein,Cell division protein FtsB,cell division protein FtsB,Septum formation initiator",-1.680891241,0.006688553,0.052253395,0.100911431,0.753347666,0.965596085,1.44648408,4.22E-10,1.43E-08,-8.058535278,0.011159711,0.204438061,0.623879297,0.092603623,0.285393397,-0.369766271,0.334662102,0.839885299,0.251480424,0.440407959,1,0.378932435,0.354572702,1,-0.304979189,0.320944502,0.837484349,0.101508952,0.798926821,1
BAL062_01721,ispD,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Uncharacterized protein family UPF0007",-3.439268946,0.508433904,0.877305729,-2.315419332,1,1,-2.280178974,1,1,1.931349764,0.633248279,1,,,,,,,-2.266042662,1,1,0.037420571,1,1,-2.284901761,1,1,-2.326565091,1,1
BAL062_01722,pcaI_1,"3-oxoadipate CoA-transferase subunit A,3-oxoadipate CoA-transferase subunit A,acetyl-CoA:acetoacetyl-CoA transferase subunit alpha,Acyl CoA:acetate/3-ketoacid CoA transferase,3-oxoacid CoA-transferase, A subunit,Coenzyme A transferase",-0.244376377,0.47075248,0.864516187,0.028717116,0.926188006,1,-0.213787276,0.254071514,0.606968086,-0.746668045,0.717359823,1,0.090880427,0.683713341,0.876441232,0.007761918,0.977293177,1,-0.127501038,0.507942158,1,0.03481591,0.857678975,1,-0.105923138,0.549227273,0.935127508,-0.068994885,0.691906381,1
BAL062_01723,pcaJ_1,"3-oxoadipate CoA-transferase subunit B,3-oxoadipate CoA-transferase subunit B,Acyl CoA:acetate/3-ketoacid CoA transferase,3-oxoacid CoA-transferase, B subunit,Coenzyme A transferase",0.317310082,0.262337195,0.692564849,-0.132754833,0.338264397,0.818899796,-0.08173036,0.548762221,0.839036254,-0.368201229,0.862427746,1,-0.064226326,0.720321645,0.893432113,-0.095717949,0.627642895,0.952976389,0.135399068,0.407221887,1,0.013492702,0.939602217,1,-0.049359499,0.727302352,0.983176541,-0.216269669,0.160519559,0.799654557
BAL062_01724,catF_1,"beta-ketoadipyl CoA thiolase,Beta-ketoadipyl-CoA thiolase,beta-ketoadipyl CoA thiolase,Uncharacterized protein, possibly involved in aromatic compounds catabolism,3-oxoadipyl-CoA thiolase,Thiolase, N-terminal domain",0.38088432,0.06132206,0.309281893,-0.07513816,0.463887233,0.894304657,-0.266203729,0.005885266,0.046520033,-0.798753119,0.705756044,1,-0.149969831,0.126662035,0.349555599,-0.125617644,0.234670347,0.768212985,-0.043442426,0.720148805,1,-0.015727478,0.889582008,1,0.015325097,0.878609359,1,-0.111398572,0.260665631,0.915270631
BAL062_01725,pcaB,"3-carboxy-cis,cis-muconate cycloisomerase,3-carboxy-cis,cis-muconate cycloisomerase,3-carboxy-cis,cis-muconate cycloisomerase,Adenylosuccinate lyase,3-carboxy-cis,cis-muconate cycloisomerase,Lyase",0.301698798,0.133908777,0.503081914,-0.103245296,0.368812403,0.82778978,-0.101466629,0.32557806,0.689158899,1.918942534,0.130634232,0.721172543,0.133268857,0.252465098,0.518286586,0.095747497,0.444728071,0.89859439,-0.196581892,0.128549764,1,-0.116919928,0.301073678,1,-0.095929625,0.346082392,0.853108578,0.001859289,0.996870687,1
BAL062_01726,catD_1,"pcaD,3-oxoadipate enol-lactonase 2,acetoin dehydrogenase E2 subunit dihydrolipoyllysine-residue acetyltransferase,Esterase/lipase,3-oxoadipate enol-lactonase,Alpha/beta hydrolase family",0.156564627,0.5763247,0.909240709,-0.300079926,0.078401611,0.433478705,-0.433512292,0.006512634,0.049775131,0.72358012,0.751862309,1,-0.482561589,0.003349413,0.023235734,-0.23373068,0.141997175,0.625349925,-0.286365024,0.123603462,1,-0.45993118,0.01343325,0.217557597,-0.409200562,0.05704998,0.385087368,-0.320001613,0.046166757,0.431463975
BAL062_01727,pcaK_1,"pcaK,4-hydroxybenzoate transporter PcaK,putative 3-hydroxyphenylpropionic transporter MhpT,Arabinose efflux permease,MFS transporter, aromatic acid:H+ symporter (AAHS) family,Major Facilitator Superfamily",0.15101675,0.329434941,0.75897393,0.007872525,0.928687033,1,-0.01338734,0.887694472,0.992856883,0.6313783,0.60061687,1,-0.1293546,0.112223858,0.323856451,-0.016585034,0.857595746,1,0.005331098,0.966242841,1,0.126320066,0.232143487,1,0.066166815,0.569329196,0.943948553,0.039127563,0.656381241,0.993317442
BAL062_01728,BAL062_01728,"pcaC,4-carboxymuconolactone decarboxylase,Carboxymuconolactone decarboxylase family",0.614016025,0.039757103,0.225481391,0.186827856,0.19963414,0.688104795,0.121522279,0.389831444,0.744051258,-6.969710806,0.006037503,0.152179994,-0.249223672,0.089262756,0.277758689,-0.257306102,0.112768875,0.574844761,0.06127829,0.730145675,1,0.179893299,0.247496345,1,0.144497166,0.309425622,0.826062109,0.25813819,0.079800091,0.569498062
